Employee ID	Employee Name	Sales Department	Date	Column 1	Column 2	Profile name	Amount	Column 3	Percentage	Client Name	Client Name	Email Address	Order Number	Order Link	Instruction Sheet	Remarks	Extend Time	Assign persion	Status	Service Line	Delivered By	Delivered Date	Amount	Deli_Last_Time	Deadline	Op. Department	Platform Status	Order Source	Platform Source	ERP Update	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$350.00		$0.20	lytaq_			FO3DD79CF441	https://www.fiverr.com/orders/FO3DD79CF441/activities	https://docs.google.com/spreadsheets/d/1Wx1-Wd64dinhhcz1grivWbPjAqXisrXB9UfLUmwjOAw/edit?usp=sharing	1st blog send (Work 30% finish)	No Extend	Tihim / Babu	WIP	SEO	Search_Apex	May 10, 2026	$280.00	16 May 2026 at 12:00:00 AM	13 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			adsfrenzy_Fiverr	$400.00		$0.20	aleesa56			FO16EBDF7681	https://www.fiverr.com/orders/FO16EBDF7681/activities	https://docs.google.com/spreadsheets/d/1eyAPJ8mNwO89wjnPz2c36bxC7dVyqhXT65qG4bIIOKE/edit?usp=sharing		No Extend	Tihim/sifat	WIP	SEO	Search_Apex	May 16, 2026	$320.00	16 May 2026 at 05:53:00 PM	14 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$106.00		$0.20	dee_aus			FO4229C398506	https://www.fiverr.com/orders/FO4229C398506/activities	https://docs.google.com/spreadsheets/d/1L-_3YAw4811znArehJbF7KF-qWtpamINJxGId687Wc8/edit?usp=sharing	Monthly management	No Extend	Jahidul / Roni	WIP	SEO	Geo_Rankers	May 16, 2026	$84.80	17 May 2026 at 10:20:00 AM	15 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			adsfrenzy_Fiverr	$170.00		$0.20	ammarasweet			FO730749F87C7_SEO	https://www.fiverr.com/orders/FO730749F87C7/activities	https://docs.google.com/spreadsheets/d/1tb4EK25S66gFWPJ5y_2RW5JYwblDhGy7lANf9UUyxD4/edit?usp=sharing	Technical +  2 ta page on-page + 10 ta backlinks update gese, Ajke 50 ta update jabe	No Extend	Sobuz / Sushant	WIP	SEO	Rank_Riser	May 16, 2026	$136.00	17 May 2026 at 06:00:00 PM	15 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$300.00		$0.20	celinebionda			FO514C4C660C1	https://www.fiverr.com/orders/FO514C4C660C1/activities	https://docs.google.com/spreadsheets/d/1ayaW4kG-Gj9kMABofuMXk1oRnHqz8--auLjirOhYKpo/edit?usp=sharing	4 ta blog update geche , ajke gueat post er article update jabe	No Extend	Gazi Fahim / Aritri	WIP	SEO	Rank_Riser	May 18, 2026	$240.00	18 May 2026 at 12:10:00 PM	16 Days	SAA Team Old	SAA_Old Order	Repeat Order 	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			ecom_store3_Fiverr	$350.00		$0.20	filipdonati			FO8298998A5C4	https://www.fiverr.com/orders/FO8298998A5C4/activities	https://docs.google.com/spreadsheets/d/13jBBRXiJRs2WCeJLn4usOFDBsaTHEck_Jac3e3uoh1A/edit?usp=sharing	"Client er sathe requirement niye meeting done,
CMS er kaj er por SEO start hobe"	No Extend	Sobuz	WIP	SEO	Rank_Riser	May 13, 2026	$280.00	13 May 2026 at 01:59:00 PM	11 Days	SAA Team Old	SAA_Old Order	Cross_Sell	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			adsfrenzy_Fiverr	$170.00		$0.20	austriapride			FO73079661FC7	https://www.fiverr.com/orders/FO73079661FC7/activities	https://docs.google.com/spreadsheets/d/1Ffl4SrvQhFCCcuQqDCUDCwO_Iz824yENORy977mIELs/edit?usp=sharing	Meta er bodole SEO korbe, meeting korte hobe 	No Extend	Reza	WIP	SEO	Rank_Riser	May 5, 2026	$136.00	5 May 2026 at 07:55:00 AM	02 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$60.00		$0.20	mariaroper			FO114C822F945	https://www.fiverr.com/orders/FO114C822F945/activities	https://docs.google.com/spreadsheets/d/1E1aDpsEaiuV-2hSAdjRipMa_r57-YY1jip3GQ5ToQ7E/edit?usp=sharing	New Project	No Extend	Komal	WIP	SEO	Geo_Rankers	May 9, 2026	$48.00	10 May 2026 at 12:00:00 AM	07 Days	SAA Team Old	SAA_Old Order	SAA_Direct Project	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$200.00		$0.20	kingjames221			FO722A3CA1003	https://www.fiverr.com/orders/FO722A3CA1003/activities	https://docs.google.com/spreadsheets/d/1wICjFrXltAc3CXeOL1QkSEZl55Vbx2THY2Sc3TNwBgQ/edit?usp=sharing	2 ta website e total 2 ta blog gese, Ajke 1 ta blog update jabe	No Extend	Aritri / Samia 	WIP	SEO	Rank_Riser	May 24, 2026	$160.00	24 May 2026 at 09:03:00 PM	22 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rankeyfiy_Fiverr	$150.00		$0.20	nickipete			FO522A43F9005	https://www.fiverr.com/orders/FO522A43F9005/activities	https://docs.google.com/spreadsheets/d/1BweQu26MKzpoqQV0rvskJ-JWWdzRWlScnkl5YGV1Qok/edit?usp=sharing	overview geche , client change dei regular , optimization baki ase .	No Extend	Sabit	WIP	SEO	Geo_Rankers	May 4, 2026	$120.00	5 May 2026 at 06:07:00 AM	02 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$300.00		$0.20	yoga_luna			FO71BB6A4BB81	https://www.fiverr.com/orders/FO71BB6A4BB81/activities	https://docs.google.com/spreadsheets/d/1NKN_xFW80NMBr7Hl7P-o8eiNfuTGW64PTc-HP1NiaFY/edit?usp=sharing	New Project	No Extend	Jahidul/ komal	WIP	SEO	Geo_Rankers	May 8, 2026	$240.00	10 May 2026 at 08:34:00 AM	07 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rank_ranger_Fiverr	$300.00		$0.20	orneladedja745			FO322A48FD107	https://www.fiverr.com/orders/FO322A48FD107/activities	https://docs.google.com/spreadsheets/d/1OpdkDn_zYtYQtpl7lk__TEWNrOLt0sLfGNeWM59rm5w/edit?usp=sharing	1 st update send	No Extend	Jobaeid /Rezwan	WIP	SEO	Search_Apex	May 25, 2026	$240.00	25 May 2026 at 07:03:00 PM	23 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			adsfrenzy_Fiverr	$350.00		$0.20	classicman1003			FO514C935F141	https://www.fiverr.com/orders/FO514C935F141/activities	https://docs.google.com/spreadsheets/d/1rWSa97dKw2xGdmphNf33ptKEZSodfSrg6ZEZToWI4lA/edit?usp=sharing	New Project	No Extend	Sabit / Roni	WIP	SEO	Geo_Rankers	May 25, 2026	$280.00	25 May 2026 at 10:06:00 PM	23 Days	SAA Team Old	SAA_Old Order	Cross_Sell	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			landing_page_pr_Fiverr	$150.00		$0.20	perksey30			FO822A4B49802_SEO	https://www.fiverr.com/orders/FO822A4B49802/activities	https://docs.google.com/spreadsheets/d/1m-LDBI6VlM9TkvUF_lnYm_-1ueXZsdATQkLzBue4814/edit?usp=sharing	New Project	No Extend	Komal	WIP	SEO	Geo_Rankers	May 25, 2026	$120.00	25 May 2026 at 10:32:00 PM	23 Days	SAA Team Old	SAA_Old Order	Cross_Sell	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$350.00		$0.20	xflawlessx			FO11BB71B9187	https://www.fiverr.com/orders/FO11BB71B9187/activities	https://docs.google.com/spreadsheets/d/1xyeM47wBbHdHov6TQ_zlznyld_CP1wmEZeFEOfB9E8Q/edit?usp=sharing	10 ta local citation gese, ajke GMB overview jabe	No Extend	Jahidul / Shourav	WIP	SEO	Geo_Rankers	May 17, 2026	$280.00	17 May 2026 at 02:50:00 AM	14 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rank_ranger_Fiverr	$400.00		$0.20	danielmacdivitt			FO83080C46B46	https://www.fiverr.com/orders/FO83080C46B46/activities	https://docs.google.com/spreadsheets/d/1afU9ZH2vihnysGpOx9Eij2vUU3EFWMSbdFq5K8Y0UZg/edit?usp=sharing	Competitor analysis, 10 ta backlinks, 10 local citation update gese	No Extend	Reza/ Robel	WIP	SEO	Rank_Riser	May 26, 2026	$320.00	26 May 2026 at 01:10:00 PM	24 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$375.00		$0.20	sascha151292			FO8376FA1F708	https://www.fiverr.com/orders/FO8376FA1F708/activities	https://docs.google.com/spreadsheets/d/1v1KuD91P6FSGWP_BGjlt5CwFQ2OtRZLRP7yR9ygHQjk/edit?usp=sharing	1st message send	No Extend	Tihim / Babu / Harun	WIP	SEO	Search_Apex	May 27, 2026	$300.00	27 May 2026 at 08:49:00 AM	24 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rankstorm_Fiverr	$100.00		$0.20	davidsolomon781			FO61BB85A0382	https://www.fiverr.com/orders/FO61BB85A0382/activities	https://docs.google.com/spreadsheets/d/1m4jHmABp46LY48EG1Iyb3u9PEkhFIgTxBq7qLPiBv9Q/edit?usp=sharing	Got Access	No Extend	Reza	WIP	SEO	Rank_Riser	May 7, 2026	$80.00	7 May 2026 at 11:32:00 PM	05 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$245.00		$0.20	kamaltraboulsi			FO71BB87D9981	https://www.fiverr.com/orders/FO71BB87D9981/activities	https://docs.google.com/spreadsheets/d/1RJbcfPvZEJ43aXv12naIcRqhcrsgEXcYL6_8VunlsuA/edit?usp=sharing	Client requirement er baire kaj chay, meeting er approach gese korbe na, Ajke issue explain kore video update jabe	No Extend	Wakil	WIP	SEO	Rank_Riser	May 5, 2026	$196.00	5 May 2026 at 02:04:00 AM	02 Days	SAA Team Old	SAA_Old Order	Brief/Invitation	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$350.00		$0.20	jeredr27			FO63082F2EA48	https://www.fiverr.com/orders/FO63082F2EA48/activities	https://docs.google.com/spreadsheets/d/1w3ejPV9vMnl2z4VUip4pTkqeXVGUc8Yti0dSwsV2XRc/edit?usp=sharing	New Project	No Extend	Tihim / Rezwan 	WIP	SEO	Search_Apex	May 28, 2026	$280.00	28 May 2026 at 03:13:00 AM	25 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$50.00		$0.20	remmele			FO83082A84446	https://www.fiverr.com/orders/FO83082A84446/activities	https://docs.google.com/spreadsheets/d/14iprcxrcjzEDtTlIaspqurg3RImZ9GcvgIyP1Ouekiw/edit?usp=sharing	No access, Client response kore na, 7 diner extend gese	No Extend	Sushant	WIP	SEO	Rank_Riser	May 7, 2026	$40.00	9 May 2026 at 11:58:00 PM	07 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			seo_boostify_Fiverr	$325.00		$0.20	chance_collins			FO422A6FA3E86	https://www.fiverr.com/orders/FO422A6FA3E86/activities	https://docs.google.com/spreadsheets/d/19ivE9W0r3xlqZ7mBysH54ki3-C_byTmOKlqZKTMRF_U/edit?usp=sharing	No access, client er credentials wrong, ajke followup jabe	No Extend	Sobuz / Samia	WIP	SEO	Rank_Riser	May 12, 2026	$260.00	12 May 2026 at 11:37:00 AM	10 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$100.00		$0.20	kh4236			FO622A7E2C604	https://www.fiverr.com/orders/FO622A7E2C604/activities	https://docs.google.com/spreadsheets/d/1ZFxU7wtbcctoCtNjd1UmvjPkIFbMGkj2C2FDoU0cytk/edit?usp=sharing	New Project	No Extend	Imran	WIP	SEO	Search_Apex	May 7, 2026	$80.00	7 May 2026 at 04:03:00 AM	04 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			growth_pro2_Fiverr	$103.00		$0.20	rod_motta			FO16EC458B81addon_	https://www.fiverr.com/inbox/rod_motta	https://docs.google.com/spreadsheets/d/1UfmSjmAXcpxVqL2sIrN-8a34iYCGNjhb8QGRwg_jets/edit?usp=sharing	Ajke 10 ta backlink + 5 ta citation update jabe	No Extend	Wakil	WIP	SEO	Rank_Riser	May 5, 2026	$82.40	5 May 2026 at 04:32:00 AM	02 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			cube_tech_Fiverr	$150.00		$0.20	sandyre			FO71BBA1EA381	https://www.fiverr.com/orders/FO71BBA1EA381/activities	https://docs.google.com/spreadsheets/d/1tCVQW7i9KJ5rYS2BoKEO_Lz-W1h7OJecXJd70hxzDJ8/edit?usp=sharing	Business info sheet gese, Keyword research jabe	No Extend	Jahidul / Shourav	WIP	SEO	Geo_Rankers	May 20, 2026	$120.00	20 May 2026 at 09:59:00 PM	18 Days	SAA Team Old	SAA_Old Order	Brief/Invitation	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rankeyfiy_Fiverr	$350.00		$0.20	pokeventure1			FO71BBA807981	https://www.fiverr.com/orders/FO71BBA807981/activities	https://docs.google.com/spreadsheets/d/1DJH1FPTzBOFi7l69u1zzXvwxHXBYole_cHeTG1PpF70/edit?usp=sharing	No access, Followup gese	No Extend	Rasel / Pinky	WIP	SEO	Rank_Riser	May 10, 2026	$280.00	10 May 2026 at 06:32:00 AM	07 Days	SAA Team Old	SAA_Old Order	Conversion/Query	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			adsfrenzy_Fiverr	$385.00		$0.20	bigjdavid98			FO414B8AEA442	https://www.fiverr.com/orders/FO414B8AEA442/activities	https://docs.google.com/spreadsheets/d/1YqwL0X8iqFaPZ-8HSA0A2V_5U_luCLwGNkGCRUjXBT4/edit?usp=sharing	New Project	No Extend	Imran / Tihim	WIP	SEO	Search_Apex	April 13, 2026	$308.00	13 April 2026 at 02:16:00 PM	Order Late	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			rank_ranger_Fiverr	$250.00		$0.20	michealinlv			FO83086C304C6	https://www.fiverr.com/orders/FO83086C304C6/activities	https://docs.google.com/spreadsheets/d/1RVZ0tWEhILhetLLcpMWigzaq2J39N-_9TnJcYkj5ak8/edit?usp=sharing	CMS er kaj sesh hole SEO suru hobe	No Extend	Gazi Fahim / Aritri	WIP	SEO	Rank_Riser	May 10, 2026	$200.00	10 May 2026 at 02:53:00 PM	08 Days	SAA Team Old	SAA_Old Order	Repeat Order	Fiverr	YES	
18998	C_Forward_SAA Sales	SAA Team Old	30 April 2026			linkbuilders_Fiverr	$300.00		$0.20	ulrichbue			FO414CC17CA42	https://www.fiverr.com/orders/FO414CC17CA42/activities	https://docs.google.com/spreadsheets/d/1MPwr62JErQ0wT3OtxLdxdC6A_uoiiJDdt_Z1CBOmcO4/edit?usp=sharing	.	No Extend		WIP	SEO		May 30, 2026	$240.00	30 May 2026 at 05:00:00 PM	28 Days	SAA Team Old	SAA_Old Order	Brief/Invitation	Fiverr	YES	
17054	Salman Mahabub	SAA Team	1 May 2026			cube_tech_Fiverr	$210.00		$0.20	toddkoellen			FO837769FDB08	https://www.fiverr.com/orders/FO837769FDB08/details	https://docs.google.com/spreadsheets/d/10mvRtpK2XCvm9I6T89DzVIT1IAqPcUNv-5hUFxtRa_g/edit?usp=sharing		No Extend		WIP	SEO		May 8, 2026	$168.00	8 May 2026 at 04:01:00 AM	05 Days	SAA Team	SAA_Profile	SAA_Direct Project	Fiverr	YES	
17431	Mahbub- A- Moula	SAA Team	1 May 2026			growth_pro2_Fiverr	$400.00		$0.20	youneszand			FO1DDDACE643	https://www.fiverr.com/orders/FO1DDDACE643/activities	https://docs.google.com/spreadsheets/d/1EZfW9nKfsuO-XpPLzNy_BP2FqrW3jKlLW-iOUKB5kCA/edit?usp=sharing	client er goto project Rasel / Hasibul vai er jonno cancle gese to onno profile a ashse..so same mistake koiren na. handle with full care. change team.	No Extend		WIP	SEO		May 31, 2026	$320.00	31 May 2026 at 04:59:00 AM	28 Days	SAA Team	SAA_Profile	Conversion/Query	Fiverr	YES	
17455	Samiun Islam	SAA Team	1 May 2026			seofx_Fiverr	$150.00		$0.20	minimediamogul			FO16EEE24D01	https://www.fiverr.com/orders/FO16EEE24D01/activities	https://docs.google.com/spreadsheets/d/1dk-LHA3l3OuysTN5zHSM4pYmZUTlAgDYkYopw6Kquik/edit?usp=sharing	plan provided by komal 	No Extend	Komal	WIP	SEO	Geo_Rankers	May 6, 2026	$120.00	6 May 2026 at 01:05:00 PM	04 Days	SAA Team	SAA_Profile	Conversion/Query	Fiverr	YES	
17054	Salman Mahabub	SAA Team	2 May 2026			cube_tech_Fiverr	$360.00		$0.20	troy_stange			FO822AAF6D202	https://www.fiverr.com/orders/FO822AAF6D202/activities	https://docs.google.com/spreadsheets/d/1T0KHYucR1rkbMFjTMJ8tR1Zk4iOXq8UBN4ZKys4gyNM/edit?usp=sharing		No Extend		WIP	SEO		May 23, 2026	$288.00	23 May 2026 at 12:45:00 AM	20 Days	SAA Team	SAA_Profile	Conversion/Query	Fiverr	YES	
17085	Meher Ullah Tanzil	SAA Team	2 May 2026			PPC_Buddy_Fiverr	$300.00		$0.20	bruno123301			FO322AB139E87	https://www.fiverr.com/orders/FO322AB139E87/activities	https://docs.google.com/spreadsheets/d/1pleZQljj8700qXbixLuBOohVVllpoR3MPZr2UDbQMBA/edit?gid=83451710#gid=83451710		No Extend		WIP	SEO		May 16, 2026	$240.00	16 May 2026 at 02:51:00 AM	13 Days	SAA Team	SAA_Profile	Cross_Sell	Fiverr	YES	
